Questions,CoarseType,FineType,WhWord
हाल नेपालले कुन प्रकारको अर्थव्यवस्थालाई प्रश्रय दिएको छ ?,miscellaneous,other,कुन
नवौँ र दशौं योजनाले लिएको एउटै उद्देश्य के हो ?,miscellaneous,other,के
नेपालको सबभन्दा महत्त्वपूर्ण प्राकृतिक श्रोत कुन हो ?,miscellaneous,other,कुन
सन् २००१ को कृषि जनगणनाअनुसार नेपालको कुल भूभागको कति प्रतिशत खेतीयोग्य रहेको छ ?,numerical,percentage,कति
हाल नपालको गरिबीको रेखामुनी रहेको जनसङ्ख्या घट्दै जानुको मुख्य कारण के रहेको छ ?,miscellaneous,other,के
नेपालमा उत्पादित चियाले देशको कति प्रतिशत माग पूरा गर्छ ?,numerical,percentage,कति
नेपालले समुद्रपार व्यापारका लागि कन देशको सामुद्रिक नाका प्रयोग गनुपर्छ?,location,country,कुन
नेपालको सबैभन्दा बढी बैदेशिक व्यापार कुन देशसग हुन्छ ?,location,country,कुन
मिश्रित अर्थव्यवस्था कुन-कुन अर्थव्यवस्थासँग निकट रहेको छ ?,miscellaneous,other,कुन
मिश्रित अर्थव्यवस्थाको सिद्धान्तका प्रतिपादक को हुन् ?,person,inventor,को
नेपालमा वैदेशिक सहयोगको संस्थागत सुरुआत कहिलेदेखि भएको हो?,temporal,date,कहिले
नेपाल सहायता समूहको गठन कहिले भएको हो ?,temporal,date,कहिले
नेपाल विकास मञ्चको गठन कहिले भएको हो ?,temporal,date,कहिले
हाल नेपालमा कृषि क्षेत्रको उत्पादकत्व वैज्ञानिक खेती प्रणालीबाट हासिल हुने क्षमताको तुलनामा कति कम छ ?,numerical,other,कति
नेपालमा चियाखेतीको सुरुआत कहिलेदेखि भएको हो?,temporal,date,कहिले
कन-कुन योजना अवधिलाई कृषि दशकका रूपमा मनाउने निर्णय गरिएको छ ?,numerical,rank,कुन
नेपालमा भमिसुधार बचत संस्थाको स्थापना कहिले भएको हो?,temporal,date,कहिले
नेपालमा भूमिसुधार कार्यक्रम कहिले ल्याइएको हो ?,temporal,date,कहिले
पालमा राष्ट्रिय कृषि नीति कहिले ल्याइएको हो ?,temporal,date,कहिले
नेपाल विश्व व्यापार सङ्गठनको सदस्य कहिले भएको हो ?,temporal,date,कहिले
वीरगञ्ज सुख्खा बन्दरगाह कहिलेदेखि सञ्चालनमा आयो ?,temporal,date,कहिले
नेपालमा सर्वप्रथम उद्योग परिषद्को गठन कहिले भएको हो?,temporal,date,कहिले
नेपालमा सञ्चालित कुन औद्योगिक क्षेत्रले धेरै जनालाई रोजगार प्रदान गरेको छ?,organization,company,कुन
नेपालको सबैभन्दा ठूलो औद्योगिक क्षेत्र कुन हो ?,organization,company,कुन
सबैभन्दा धेरै पर्यटकहरूले पदयात्रा गर्ने क्षेत्र कुन हो?,location,region,कुन
सन् १९९८ लाई कुन वर्षका रूपमा मनाइयो ?,miscellaneous,other,कुन
सन् २००२-२००३ लाई कुन वर्षका रूपमा मनाइयो ?,miscellaneous,other,कुन
आ.व. २०६१/६२ देखि नेपालमा हाल धेरै नाफा कमाउन सफल संस्थान कुन हो ?,organization,company,कुन
कुन आवधिक योजनादेखि सार्वजनिक संस्थान निजिकरण गर्ने कार्य सुरु थालियो ?,numerical,rank,कुन
प्रजातन्त्रको आगमनपश्चात् सबभन्दा पहिले निजीकरण गरिएको संस्थान कन हो?,organization,company,कुन
नेपालमा सबैभन्दा धेरै कर्मचारी कार्यरत रहेको संस्थान कुन हो ?,organization,company,कुन
दशौं योजना अवधिमा कतिवटा सार्वजनिक संस्थान निजीकरण गर्ने लक्ष्य थियो?,numerical,count,कति
नेपाल औषधि लिमिटेड कुन मन्त्रालयअन्तर्गत पर्छ ?,organization,other,कुन
जडिबटी उत्पादन तथा प्रशोधन कम्पनी लिमिटेड कुन मन्त्रालयअन्तर्गत पर्छ?,organization,other,कुन
कृषि चुन उद्योग लिमिटेड कुन मन्त्रालयअन्तर्गत पर्छ ?,organization,other,कुन
नेपाल दर सञ्चार संस्थान कहिलेदेखि कम्पनीमा परिणत भएको हो ?,temporal,date,कहिले
नेपालमा निजीकरण ऐन कहिले आएको हो ?,temporal,date,कहिले
सर्वप्रथम निजीकरण गरिएको संस्थान कुन हो ?,organization,company,कुन
नेपालमा कन प्रधानमन्त्रीको पालादेखि योजनाबद्ध विकासको सुरुआत भएको हो ?,person,individual,कुन
विश्वमा योजनावद्ध विकासको सुरुआत गर्ने राष्ट्र कुन हो ?,location,country,कुन
नेपालमा राष्ट्रिय योजना आयोगको गठन कहिले भएको हो ?,temporal,date,कहिले
नेपालमा योजनाबद्ध विकासको थालनी कहिलेदेखि भएको हो ?,temporal,date,कहिले
राष्ट्रिय योजना आयोगको अध्यक्ष को हुने व्यवस्था छ ?,person,appellation,को
प्रथम पञ्चवर्षीय योजना कहिलेदेखि प्रारम्भ भएको थियो ?,temporal,date,कहिले
प्रथम पञ्चवर्षीय योजना कहिलेदेखि कहिलेसम्म सञ्चालन भयो ?,temporal,date,कहिले
प्रथम पञ्चवर्षीय योजनामा कूल अनुमानित खर्च कति रहेको थियो ?,numerical,money,कति
प्रथम योजना अवधिमा भएको वास्तविक खर्च कति हो ? -,numerical,count,कति
प्रथम योजना अवधिमा अनुमानित बजेटमध्ये कति प्रतिशत मात्र खर्च भएको थियो ?,numerical,percentage,कति
प्रथम पञ्चवर्षीय योजनामा सबभन्दा बढी रकम कुन क्षेत्रका लागि विनियोजन गरिएको थियो ?,miscellaneous,other,कुन
दोस्रो आवधिक योजना कति अवधि सञ्चालित भयो ?,temporal,duration,कति
दोस्रो योजनामा विनियोजित रकममध्ये कति प्रतिशत खर्च भएको थियो?,numerical,percentage,कति
तेस्रो पञ्चवर्षीय योजनामा कति बजेट विनियोजन गरिएको थियो ?,numerical,money,कति
तेस्रो पञ्चवर्षीय योजना कहिलेदेखि कहिलेसम्म रह्यो ?,temporal,range,कहिले
चौथो पञ्चवर्षीय योजनाअवधि कन हो?,temporal,range,कुन
चौथो पञ्चवर्षीय योजनाको अनुमानित खर्च रु. ३५४ करोड मध्ये कति प्रतिशत खर्च भएको थियो ?,numerical,percentage,कति
पाचौं पञ्चवर्षीय योजनाको अनुमानित खर्च कति थियो ?,numerical,money,कति
छैठौं पञ्चवर्षीय योजना अवधि कुन हो ?,temporal,range,कुन
छैठौं पञ्चवर्षीय योजनाको कुल अनुमानित खर्च कति थियो ?,numerical,money,कति
नेपालमा कुन योजनादेखि न्यूनतम आधारभूत आवश्यकता परिपूर्ति गर्ने उद्देश्य राखियो ?,numerical,rank,कुन
छैठौं योजनामा सबभन्दा बढी रकम विनियोजन कुन क्षेत्रका लागि गरियो ?,miscellaneous,other,कुन
सातौं पञ्चवर्षीय योजना कहिलेदेखि कहिलेसम्म सञ्चालित भयो ?,temporal,range,कहिले
सातौं योजना अवधिको कूल अनुमानित खर्च कति थियो ?,numerical,money,कति
नेपालमा कुन-कुन वर्ष योजनाविहीन वर्षका रूपमा रहे ?,temporal,year,कुन
आठौं पञ्चवर्षीय योजना अवधि कुन हो ?,temporal,range,कुन
आठौं योजनाअवधिमा कति खर्च गर्ने लक्ष्यसहित रकम विनियोजन गरिएको थियो ?,numerical,money,कति
आठौं योजना अवधिमा कुल लगानीको ३४.९ प्रतिशत रकम सरकारी क्षेत्रबाट व्यहोरिने लक्ष्य रहेको थियो भने निजी क्षेत्रबाट कति व्यहोरिने लक्ष्य राखिएको थियो ?,numerical,percentage,कति
नवौं पञ्चवर्षीय योजना कहिले सञ्चालन भयो ?,temporal,range,कहिले
नवौं पञ्चवर्षीय योजनाको कूल अनुमानित खर्च कति थियो ?,numerical,money,कति
नवौं योजना अवधिमा कूल विनियोजित रकममध्ये सरकारी क्षेत्रबाट कति प्रतिशत व्यहोरिने लक्ष्य थियो?,numerical,percentage,कति
नवौं योजना अवधिमा गरिबीलाई कति प्रतिशतमा झार्ने लक्ष्य थियो ?,numerical,percentage,कति
नवौं योजनाको अन्त्यमा गरिबी कति प्रतिशतमा झरेको अनुमान छ ?,numerical,percentage,कति
नवौं योजनाको सर्वोपरि उद्देश्य के रहेको थियो ?,miscellaneous,other,के
नवौं योजना अवधिमा वार्षिक आर्थिक वृद्धिदर ६ प्रतिशतको लक्ष्य राखिएकोमा कति प्रतिशत कायम रह्यो ?,numerical,percentage,कति
नवौं योजनाको अन्त्यमा कुल प्रजनन दर कति कायम भयो ?,numerical,percentage,कति
बाहाँ योजनाको अन्त्यसम्ममा नेपालमा गरिबीको रेखामुनी रहेको जनसङ्ख्यालाई कति प्रतिशतमा झार्ने लक्ष्य छ ?,numerical,percentage,कति
बाहों योजनाको अन्त्यसम्म अर्थात् वि.सं. २०७४ सम्ममा नेपालको जनसङ्ख्या वृद्धिदरलाई कति प्रतिशतमा झार्ने लक्ष्य छ ?,numerical,percentage,कति
नवौं योजनाको अन्तसम्ममा विद्युत् सेवा पुगेको जनसङ्ख्या प्रतिशत कति थियो ?,numerical,percentage,कति
नवा योजनाको अन्त्यसम्ममा कुल गार्हस्थ उत्पादन वृद्धिदर कति कायम भयो ?,numerical,percentage,कति
नवौं योजनामा कषि क्षेत्रको वार्षिक आर्थिक वृद्धिदर कति हुने अनुमान थियो ?,numerical,percentage,कति
नवौं योजनामा गैर कषि क्षेत्रको वार्षिक आर्थिक वृद्धिदर कति हुने अनुमान थियो ?,numerical,percentage,कति
दशौं आवधिक योजना अवधि कुन हो ?,temporal,range,कुन
दशौं योजनाको प्रमुख उद्देश्य के रहेको थियो,miscellaneous,other,के
नवौं र दशौं योजनामा दोहोरिएको एकमात्र लक्ष्य के हो ?,miscellaneous,other,के
दशौं योजनामा वार्षिक आर्थिक वृद्धिदर कति हुने अनुमान गरिएको थियो?,numerical,percentage,कति
नेपालको कुन योजनामा अधिकतम र न्युनतम आर्थिक वृद्धिदरको लक्ष्य त थियो?,numerical,rank,कुन
दशौं योजनामा गरिबीको रेखामुनीको जनसङ्ख्यालाई कति प्रतिशतमा झा रहेको थियो ?,numerical,percentage,कति
दशौं योजनामा आयोजना तथा कार्यक्रमहरूलाई कति अवधारणामा प्राथमिक गरिएको थियो ?,numerical,count,कति
त्रिवर्षीय अन्तरिम योजना (२०६४/६५-२०६६/६७) अवधिमा कुल खर्चमध्ये सहायताको अंश कति प्रतिशत रहेको थियो ?,numerical,percentage,कति
त्रिवर्षीय अन्तरिम योजना (२०६४/६५-२०६६/६७) अवधिमा कृषि क्षेत्रको आर्थिक बृद्धिदर कति हुने अनुमान थियो ?,numerical,percentage,कति
त्रिवषीय अन्तरिम योजना (२०६४/६५-२०६६/६७) अवधिमा गैर कषि क्षेत्रको वृद्धिदर कति पुयाउने लक्ष्य थियो ?,numerical,percentage,कति
त्रिवर्षीय अन्तरिम योजना (२०६४/६५-२०६६/६७) अवधिमा नेपालको साक्षरता प्रतिशत कति पुयाउने लक्ष्य थियो ?,numerical,percentage,कति
त्रिवर्षीय अन्तरिम योजना (२०६४/६५-२०६६/६७) अवधिमा खानेपानीबाट लाभान्वित जनसङ्ख्या कति प्रतिशत पुयाउने लक्ष्य थियो ?,numerical,percentage,कति
त्रिवर्षीय योजना (२०६७/६८-२०६९/७०) को आधारपत्रअनुसार योजना अवधिमा आर्थिक वृद्धिदर कति हुने अनुमान थियो?,numerical,percentage,कति
गरिबीको रेखामुनि रहेको जनसंख्या २५.४ प्रतिशत रहेकोमा आ.व. २०६९/७० मा कति प्रतिशतमा झार्ने लक्ष्य रहेको थियो ?,numerical,percentage,कति
त्रिवर्षीय योजनावधिमा कुल स्थिर पूँजी लगानी (आ.व. २०६६/६७ को स्थिर मूल्यमा) कति हुने अनुमान थियो ?,numerical,money,कति
त्रिवर्षीय योजनावधिमा कृषि क्षेत्रको वृद्धिदर कति हुने अनुमान थियो ?,numerical,money,कति
त्रिवर्षीय योजनावधिमा कृषि क्षेत्रको वृद्धिदर कति हुने अनुमान थियो ?,numerical,percentage,कति
हाल वनजगलले ढाकेको क्षेत्र ३९.६ प्रतिशत भएकोमा योजनाको अन्त्यसम्ममा कति पुयाउने लक्ष्य थियो ?,numerical,percentage,कति
१२ औं त्रिवषीय योजना (२०६७/६८-२०६९/७०) को अन्त्यमा गरिबीको रेखामनिको जनसंख्या कति प्रतिशत कायम भएको थियो ?,numerical,percentage,कति
१२ औं योजनाको अन्त्यमा रोजगारी वृद्धिदर कति रहयो ?,numerical,percentage,कति
१२ औं त्रिवर्षीय योजना कहिले सम्पन्न भयो?,temporal,date,कहिले
१२ औं त्रिवर्षीय योजनामा समष्टिगत आर्थिक वृद्धिदर वार्षिक औसत ५.५ प्रतिशत हने प्रक्षेपण गरिएकोमा कति कायम भयो?,numerical,percentage,कति
१२ औं त्रिवर्षीय योजना अवधिमा कृषि क्षेत्रको वृद्धिदर कति कायम भयो ?,numerical,percentage,कति
१२ औं त्रिवर्षीय योजना अवधिमा कुल राष्ट्रिय वचत (औसत) कुल गार्हस्थ उत्पादनको तुलनामा कति भएको अनुमान थियो ?,numerical,percentage,कति
योजनाको अन्तिम वर्ष 80.३ प्रतिशत १२ औं त्रिवर्षीय योजनामा विस्तृत मुद्रा प्रदायको औसत वार्षिक वृद्धिदर १८.३ प्रतिशत रहने लक्ष्य राखिएकोमा औसत कति प्रतिशतले वृद्धि भयो?,numerical,percentage,कति
१२ औं त्रिवर्षीय योजना अवधिमा वार्षिक औसत मुद्रास्फीति ७.० प्रतिशत भित्र सीमित रहने लक्ष्य रहेकोमा कति कायम भयो?,numerical,percentage,कति
आर्थिक वर्ष २०६९/७० मा कुल व्यापारमा भारतको अंश कति रह्यो ?,numerical,percentage,कति
१३ औं त्रिवर्षीय योजना (२०७०/७१-२०७२/७३) मा मुद्रास्फीतिको वृद्धिदर वार्षिकऔसत कति हुने अनुमान थियो?,numerical,percentage,कति
१३ औं त्रिवर्षीय योजना (२०७०/७१-२०७२/७३) को अन्तिम वर्ष कुल गार्हस्थ उत्पादनको अनुपातमा राजस्व परिचालन कति पुग्ने अनुमान थियो?,numerical,percentage,कति
१३ औं त्रिवर्षीय योजना (२०७०/७१-२०७२/७३) अवधिमा राजस्वको वृद्धिदर वार्षिक औसत कति हुने अनुमान थियो?,numerical,percentage,कति
कुल गार्हस्थ उत्पादनको अनुपातमा आर्थिक वर्ष २०६९/७० मा कुल वैदेशिक सहायताको अनुपात ४.३ रहेकोमा १३ औं योजनाको अन्त्यमा कति पुग्ने अनुमान थियो ?,numerical,percentage,कति
१३ औं त्रिवर्षीय योजना (२०७०/७-२०७२/७३) अनुसार देशको सर्वागीण विकासका लागि पर्याप्त जलविद्युत् विकास गरी कहिलेसम्म जलविद्युत्मा आत्मनिर्भर हुने लक्ष्य थियो?,temporal,date,कहिले
१३ औं योजनाअनुसार आ.व. २०६९/७० मा नेपालको आर्थिक वृद्धिदर अनुमान थियो ?,numerical,percentage,कति
आव २०६९/७० मा कृषि क्षेत्रको वृद्धिदर १.१ प्रतिशत रहेको क्षेत्रको वृद्धिदर कति रहेको थियो ?,numerical,percentage,कति
तेहौं योजना (२०७०/७१-२०७२/७३) अनुसार योजना अवधिमा जिदर कति पयाउने लक्ष्य थियो ?,numerical,percentage,कति
तेह्रौं योजना (२०७०/७१-२०७२/७३) अनुसार योजना अवधिमा नेपाली औसत आयु कति पुऱ्याउने लक्ष्य लिइएको थियो ?,numerical,count,कति
नेपालमा सर्वप्रथम बजेट कहिले प्रस्तुत गरियो ?,temporal,date,कहिले
नेपालमा सरकारी बजेटलाई साधारण र विकास गरी कहिले छुट्याइयो ?,temporal,date,कहिले
नेपालको पहिलो राष्ट्रिय बजेटको कूल अनुमानित व्यय कति रहेको थियो ?,numerical,money,कति
घाटा बजेट सिद्धान्तका प्रतिपादक को हुन् ?,person,inventor,को
दुई छुट्टाछुट्टै बजेट पेश गर्ने राष्ट्र कुन हो ?,location,country,कुन
वर्षमा दुईपटक बजेट पेश गर्ने राष्ट्र कुन हो ?,location,country,कुन
कामका आधारमा बजेटको वर्गीकरण गर्ने प्रक्रिया कहिलेदेखि सुरु गरियो ?,temporal,date,कहिले
कुन आर्थिक वर्षदेखि आन्तरिक वा राष्ट्र ऋण उठाउन थालिएको हो ?,temporal,date,कुन
नेपालमा आयव्यय बराबर भएको सन्तुलिन बजेट कहिले प्रस्तुत भएको थियो ?,temporal,date,कहिले
नेपालमा कहिलेदेखि एकल मद्रा (नेपाली मुद्रा) मा मात्र बजेट पेश गर्न थालियो ?,temporal,date,कहिले
कार्यक्रम बजेटको सुरुआत कहाँबाट भएको हो ?,location,country,कहाँ
नेपालमा कार्यक्रम बजेटको सुरुआत कहिलेदेखि भएको हो?,temporal,date,कहिले
नेपालमा कुन आ.व.को बजेटमा ग्रामीण स्वावलम्बन कोषको स्थापना भयो?,temporal,date,कुन
वैशाख १ देखि चैत्र मसान्तसम्मलाई आर्थिक वर्ष मान्दै आएकामा कहिलेदेखि श्रावण १ आषाढ मसान्तसम्मलाई मान्न थालियो?,temporal,date,कहिले
नेपालमा सर्वप्रथम नाफा बजेट कहिले प्रस्तुत भयो ?,temporal,date,कहिले
नेपालको मौद्रिक नीति कसले निर्धारण गर्छ ?,organization,bank,कसले
नेपाल राष्ट्र बैक स्थापना कहिले भएको हो ?,temporal,date,कहिले
"नेपाल राष्ट्र बैक ऐन, २०५८ कहिले जारी भएको हो ?",temporal,date,कहिले
नेपालको केन्द्रीय बैङ्क कुन हो ?,organization,bank,कुन
राष्ट्र बैङ्कका गभर्नरको पदावधि कति हुन्छ ?,temporal,duration,कति
नेपाल राष्ट्र बैकका प्रथम गभर्नर को हुन् ?,person,individual,को
नेपाल राष्ट बैङ्कले नेपाल सरकारसँग सम्पर्क राख्दा कोमार्फत् राख्छ ?,organization,other,को
नेपाल राष्ट्र बैङ्क स्थापना हुनु अगाडि यसको कार्य कुन निकायले गर्यो ?,organization,other,कुन
नेपाल राष्ट्र बैङ्कको स्थापना कुन प्रधानमन्त्रीको पालामा भएको थियो ?,person,individual,कुन
औद्योगिक विकास बैङकका रूपमा नेपाल औद्योगिक विकास निगमको स्थापना कहिले भएको हो ?,temporal,date,कहिले
नेपालमा सबैभन्दा पहिले स्थापना भएको बैङ्क कुन हो ?,organization,bank,कुन
नेपाल बैङ्क लिमिटेडको स्थापना कहिले भएको हो ?,temporal,date,कहिले
वि.सं. २०२० भाद्र २८ मा स्थापित सहकारी बैङ्कलाई कहिलेदेखि कृषि विकास बैङ्कमा रूपान्तरण गरियो ?,temporal,date,कहिले
नेपालको पहिलो वाणिज्य बैङ्क कुन हो ?,organization,bank,कुन
राष्ट्रिय वाणिज्य बैङ्कको स्थापना कहिले भएको हो ?,temporal,date,कहिले
नेपाल आवास विकास वित्त कम्पनी लिमिटेडको स्थापना कहिले भएको हो ?,temporal,date,कहिले
नेपालको पहिलो वित्त कम्पनी कुन हो?,organization,bank,कुन
सन् २०१५ फेब्रुअरीमा वर्ड वुमन लिडरसिप कंग्रेस अवार्डबाट सम्मानित हुने नेपाली अधिकारकर्मी को हुन् ?        ,person,individual,को
राष्ट्रिय कविता महोत्सव-२०७१ मा प्रथम स्थान हासिल गर्न सफल हुने कवि को हुन् ?        ,person,individual,को
नेपाल वायुसेवा निगमले फ्रान्सेली विमान निर्माण कम्पनी एयरबससँग खरिद गरेको सगरमाथा कहिले त्रिभुवन अन्तर्राष्ट्रिय विमानस्थलमा अवतरित भयो ?        ,temporal,date,कहिले
नेपाल व्यवस्थापन संघ (म्यान) द्वारा हरेक वर्ष प्रदान गरिने प्रतिष्ठित पुरस्कार म्यानेजर अफ दि इयर-२०१४ बाट सम्मानित हुने व्यवस्थापक को हुन् ?        ,person,individual,को
नेपाल खेलकूद महासंघको आयोजनामा काठमाण्डौंमा पहिलोपटक नेपाल इन्टरनेशलन स्पोर्टस् फिल्म फेस्टिबल कहिले सञ्चालन हुने भएको छ ?        ,temporal,date,कहिले
नेपाल पुनर्वीमा कम्पनी लिमिटेडको स्थापना विधिवत रुपमा कहिले भएको छ ?        ,temporal,date,कहिले
राष्ट्रिय कविता महोत्सव २०७१ मा प्रथम स्थान हासिल गर्न सफल हुन कवि को हुन् ?        ,person,individual,को
नेपाल वायुसेवा निगमले फ्रान्सेली विमान निर्माण कम्पनी एयरबसगँग खरिद गरेको विमान सगरमाथा कहिले त्रिभुवन अन्तराष्ट्रिय विमानस्थलमा अवतरित भयो ?        ,temporal,date,कहिले
नेपाल व्यवस्थापन संघ ( म्यान ) द्धारा हरेक बर्ष प्रदान गरिने प्रतिष्ठित पुरस्कार म्यानेजन अफ दि ईयर २०१४ बाट सम्मानित हुने व्यवस्थापक को हुन् ?        ,person,individual,को
नेपाल संम्बतको थालनी कसले गरेका हुन् ?        ,person,individual,कसले
नेपालको इतिहासमा पहिलोपटक राष्ट्रव्यापी जनमत संग्रह कहिले भएको थियो ?        ,temporal,date,कहिले
नेपालको अन्तराष्ट्रिय गुणस्तर संस्था ISO को पूर्ण सदस्यता कहिलेदेखि लागू हुने गरी प्राप्त गर्यो ?        ,temporal,date,कहिले
कम्प्युटरका पिता भनेर कसलाई चिनिन्छ ?        ,person,individual,कसलाई
नेपालको इतिहासमा पहिलोपटक राष्ट्रव्यापी जनमत संग्रह कहिले भएको थियो ?        ,temporal,date,कहिले
नेपालको अन्तराष्ट्रिय गुणस्तर संस्था ISO को पूर्ण सदस्यता कहिलेदेखि लागू हुने गरी प्राप्त गर्यो ?        ,temporal,date,कहिले
कम्प्युटरका पिता भनेर कसलाई चिनिन्छ ?        ,person,individual,कसलाई
रेडियो नेपालको स्थापना कहिले भएको हो ?        ,temporal,date,कहिले
सन् २०१४ को फिफा बर्ष खेलाडीको उपाधी कसले जितेका छन् ?        ,person,individual,कसले
राष्ट्रिय गौरवका आयोजनाका रुपमा घोषणा गरिएको भैरहवास्थित गौतम बुद्ध अन्तराष्ट्रिय विमानस्थलको शिलान्यास कहिले गरियो ?        ,temporal,date,कहिले
मिस अर्थ– २०१४ को उपाधि जित्ने सुन्दरी को हुन् ?        ,person,individual,को
विक्रम संवतको थालनी कसले गरेका हुन् ?        ,person,individual,कसले
अस्ट्रेलियाको सर्वोच्च शिखर कोस्कियुस्कोमा गोरखापत्रको प्रथम अंक पुर्याई किर्तिमान कायम गर्ने पर्वतारोही को हुन् ?        ,person,individual,को
संसद नभएको विश्वको एकमात्र देश कुन हो ?        ,location,country,कुन
वि.सं २०७१ माघ ७ मा काठमाडौमा सम्पन्न द्धितिय संस्करणको मिस टिन कलेजको उपाधि जित्ने युवती को हुन् ?        ,person,individual,को
वि.सं २०७१ माघ ७ मा काठमाडौमा सम्पन्न द्धितिय संस्करणको मिस टिन कलेजको उपाधि जित्ने युवती को हुन् ?        ,person,individual,को
वि.सं २०७१ पुसमा काठमाडौमा सम्पन्न नेपाल्स मिस टिन अफ द ईयरको उपाधि जित्ने सुन्दरी को हुन् ?        ,person,individual,को
वि.सं २०७१ पुसमा काठमाडौंमा सम्पन्न नेपाल्स मिस टिन अफ द इयरको उपाधि जित्ने सुन्दरी को हुन् ?        ,person,individual,को
विश्वमा सवैभन्दा बढी सार्वजनीक विदा दिने मुुलुक कुन हो ?        ,location,country,कुन
हलो क्रान्तिका अभियन्ता एवं समाजसवेवी बिष्णुप्रसाद अधिकारीको ८९ बर्षको उमेरमा कहिले निधन भयो ?        ,temporal,date,कहिले
